activity,group,duration,distance,steps,calories,record_id,summary_id
transport,transport,4141,27526,,,1231,2753
walking,walking,1271,1075,1450,53,1232,2754
cycling,cycling,5275,31914,,690,1232,2755
transport,transport,105,371,,,1232,2756
walking,walking,1168,825,1412,41,1233,2757
transport,transport,6135,65524,,,1233,2758
walking,walking,1322,898,1614,44,1234,2759
cycling,cycling,6536,38630,,837,1234,2760
transport,transport,376,2545,,,1234,2761
walking,walking,1316,933,1618,46,1235,2762
transport,transport,8167,75599,,,1235,2763
walking,walking,1323,950,1652,47,1236,2764
transport,transport,3333,40771,,,1236,2765
walking,walking,1562,1470,2235,73,1237,2766
cycling,cycling,30567,172600,,3750,1237,2767
transport,transport,1817,8900,,,1237,2768
walking,walking,1472,1515,2118,75,1238,2769
cycling,cycling,25166,138454,,3014,1238,2770
walking,walking,4215,5010,6576,248,1239,2771
transport,transport,14545,270874,,,1239,2772
walking,walking,1412,1341,2212,66,1240,2773
cycling,cycling,1041,3815,,86,1240,2774
transport,transport,5556,30934,,,1240,2775
walking,walking,1130,950,1292,47,1241,2776
cycling,cycling,751,2828,,64,1241,2777
transport,transport,4261,31136,,,1241,2778
walking,walking,268,188,365,9,1242,2779
transport,transport,3468,37229,,,1242,2780
walking,walking,687,479,960,24,1243,2781
transport,transport,4890,27819,,,1243,2782
cycling,cycling,1825,9013,,198,1243,2783
walking,walking,1138,987,1420,49,1244,2784
transport,transport,2888,37177,,,1244,2785
walking,walking,4433,5448,6669,269,1245,2786
running,running,873,2303,2237,138,1245,2787
transport,transport,977,10782,,,1245,2788
walking,walking,3133,3090,4421,153,1246,2789
transport,transport,2607,17842,,,1246,2790
walking,walking,546,339,629,17,1247,2791
transport,transport,3226,36091,,,1247,2792
walking,walking,2764,2478,3931,123,1248,2793
transport,transport,5147,37219,,,1248,2794
walking,walking,4287,4504,5387,223,1249,2795
transport,transport,4441,49184,,,1249,2796
walking,walking,1086,752,1186,37,1250,2797
transport,transport,5948,37430,,,1250,2798
walking,walking,2934,2853,4072,141,1251,2799
transport,transport,32894,367486,,,1251,2800
ferry,transport,65434,633553,,,1252,2801
walking,walking,120,97,180,5,1252,2802
walking,walking,4504,29189,6337,1443,1253,2803
transport,transport,37769,310984,,,1253,2804
transport,transport,30470,295047,,,1254,2805
walking,walking,7440,8329,11568,412,1254,2806
cycling,cycling,3303,16663,,365,1254,2807
walking,walking,8726,10717,13623,530,1255,2808
transport,transport,5313,52704,,,1255,2809
airplane,transport,11988,1687198,,,1255,2810
walking,walking,1589,1202,2292,60,1256,2811
transport,transport,5211,70387,,,1256,2812
walking,walking,2526,1911,1561,94,1257,2813
transport,transport,2663,37632,,,1257,2814
walking,walking,2298,1774,1833,88,1258,2815
transport,transport,4952,46817,,,1258,2816
walking,walking,2707,2442,3693,121,1259,2817
transport,transport,3277,46939,,,1259,2818
walking,walking,1946,1725,2607,85,1260,2819
transport,transport,2486,28844,,,1260,2820
walking,walking,1547,1477,2124,73,1261,2821
transport,transport,1812,15241,,,1261,2822
walking,walking,3477,3347,4679,165,1262,2823
transport,transport,2539,34690,,,1262,2824
walking,walking,2921,2995,4257,148,1263,2825
transport,transport,4261,38229,,,1263,2826
walking,walking,2327,2137,3304,106,1264,2827
transport,transport,5392,37880,,,1264,2828
walking,walking,871,760,1099,38,1265,2829
transport,transport,4563,47409,,,1265,2830
walking,walking,1777,1824,2651,90,1266,2831
transport,transport,9295,129248,,,1266,2832
walking,walking,5803,7494,8792,370,1267,2833
transport,transport,2027,19336,,,1267,2834
cycling,cycling,671,3358,,74,1267,2835
walking,walking,1002,780,1266,39,1268,2836
transport,transport,3460,34922,,,1268,2837
walking,walking,1658,1263,2110,62,1269,2838
transport,transport,9150,73520,,,1269,2839
walking,walking,2722,3118,4270,154,1270,2840
transport,transport,7894,49889,,,1270,2841
walking,walking,1468,1332,2337,66,1271,2842
transport,transport,5350,42528,,,1271,2843
walking,walking,2938,2824,4075,140,1272,2844
transport,transport,6377,46838,,,1272,2845
walking,walking,5988,6903,9427,341,1273,2846
running,running,1184,2942,2806,178,1273,2847
transport,transport,786,5682,,,1273,2848
walking,walking,2876,2812,4309,139,1274,2849
transport,transport,6945,82400,,,1274,2850
cycling,cycling,9423,50204,,1095,1274,2851
walking,walking,1964,2131,3211,105,1275,2852
transport,transport,3403,36426,,,1275,2853
walking,walking,2161,1773,1659,88,1276,2854
transport,transport,8426,82000,,,1276,2855
walking,walking,1443,1180,1943,58,1277,2856
transport,transport,5813,52718,,,1277,2857
walking,walking,2538,2873,3525,142,1278,2858
transport,transport,4896,38113,,,1278,2859
walking,walking,1999,1940,2550,96,1279,2860
transport,transport,4404,39538,,,1279,2861
walking,walking,7165,11266,12553,557,1280,2862
running,running,1764,4452,4130,268,1280,2863
transport,transport,2382,17311,,,1280,2864
walking,walking,2626,3145,4271,155,1281,2865
running,running,1741,4467,4001,269,1281,2866
transport,transport,2975,18071,,,1281,2867
walking,walking,1092,896,1332,44,1282,2868
transport,transport,5801,51467,,,1282,2869
walking,walking,1885,1858,2610,92,1283,2870
cycling,cycling,921,7264,,155,1283,2871
transport,transport,8634,66909,,,1283,2872
walking,walking,2509,2409,3831,119,1284,2873
transport,transport,4683,48336,,,1284,2874
walking,walking,1484,1339,1915,66,1285,2875
transport,transport,3780,36513,,,1285,2876
walking,walking,1525,1376,2076,68,1286,2877
transport,transport,4304,51111,,,1286,2878
walking,walking,6430,8138,10707,402,1287,2879
running,running,1892,4905,4449,295,1287,2880
transport,transport,2374,17996,,,1287,2881
walking,walking,3153,3037,4002,150,1288,2882
transport,transport,4571,28426,,,1288,2883
walking,walking,2899,2753,4546,136,1289,2884
transport,transport,2894,35495,,,1289,2885
walking,walking,2798,2713,3860,134,1290,2886
transport,transport,8541,80611,,,1290,2887
walking,walking,3435,3494,5122,173,1291,2888
transport,transport,3682,37012,,,1291,2889
walking,walking,2537,3018,3805,149,1292,2890
transport,transport,3586,37671,,,1292,2891
walking,walking,1819,1831,2805,91,1293,2892
transport,transport,3709,38830,,,1293,2893
walking,walking,5664,5780,7771,286,1294,2894
transport,transport,28368,715237,,,1294,2895
walking,walking,5094,7849,9250,388,1295,2896
cycling,cycling,3712,20532,,447,1295,2897
transport,transport,1546,8383,,,1295,2898
walking,walking,904,654,1098,32,1296,2899
transport,transport,5380,48694,,,1296,2900
walking,walking,1838,1853,2676,92,1297,2901
transport,transport,4813,37616,,,1297,2902
walking,walking,5821,6945,9509,343,1298,2903
walking,walking,1302,1073,1800,53,1299,2904
transport,transport,6466,37121,,,1299,2905
walking,walking,2349,2351,3370,116,1300,2906
transport,transport,2574,37285,,,1300,2907
cycling,cycling,185,671,,15,1300,2908
walking,walking,2585,2467,4008,122,1301,2909
transport,transport,801,2209,,,1301,2910
walking,walking,8175,8637,12812,427,1302,2911
transport,transport,7111,90801,,,1302,2912
walking,walking,2340,2255,3185,111,1303,2913
transport,transport,2574,37054,,,1303,2914
walking,walking,2556,2669,3684,132,1304,2915
transport,transport,8464,92560,,,1304,2916
walking,walking,3151,4585,5355,227,1305,2917
transport,transport,3170,36896,,,1305,2918
running,running,1388,4081,3484,244,1305,2919
walking,walking,2277,2380,3244,118,1306,2920
transport,transport,4570,37521,,,1306,2921
walking,walking,4260,4352,6509,215,1307,2922
transport,transport,3066,47027,,,1307,2923
walking,walking,3833,3777,5395,187,1308,2924
transport,transport,4336,40834,,,1308,2925
walking,walking,6057,7808,9926,386,1309,2926
cycling,cycling,6335,35912,,780,1309,2927
transport,transport,2921,25782,,,1309,2928
walking,walking,571,410,727,20,1310,2929
transport,transport,2675,37455,,,1310,2930
walking,walking,910,653,990,32,1311,2931
transport,transport,8111,84562,,,1311,2932
walking,walking,1916,1880,2667,93,1312,2933
transport,transport,4437,38877,,,1312,2934
walking,walking,1060,800,1323,40,1313,2935
transport,transport,4018,38122,,,1313,2936
walking,walking,2842,2589,3953,128,1314,2937
transport,transport,3772,36582,,,1314,2938
walking,walking,2972,3386,4482,167,1315,2939
transport,transport,2892,20962,,,1315,2940
walking,walking,6460,7413,10323,366,1316,2941
running,running,1951,1741,583,118,1316,2942
transport,transport,1442,11773,,,1316,2943
walking,walking,4793,4941,6445,244,1317,2944
transport,transport,4016,41187,,,1317,2945
walking,walking,2163,2414,3124,119,1318,2946
transport,transport,8755,69232,,,1318,2947
walking,walking,1529,1251,1922,62,1319,2948
transport,transport,4468,38274,,,1319,2949
walking,walking,1689,1596,2482,79,1320,2950
transport,transport,5371,42937,,,1320,2951
walking,walking,2320,2367,3363,117,1321,2952
transport,transport,3381,36259,,,1321,2953
walking,walking,1556,1603,2213,79,1322,2954
transport,transport,3495,25816,,,1322,2955
walking,walking,7227,8069,11042,399,1323,2956
transport,transport,6352,85100,,,1323,2957
walking,walking,2202,1840,3054,91,1324,2958
transport,transport,3872,35717,,,1324,2959
walking,walking,2750,2671,3902,132,1325,2960
transport,transport,8763,84806,,,1325,2961
walking,walking,3065,3051,4270,151,1326,2962
transport,transport,3997,37403,,,1326,2963
walking,walking,1514,1458,1981,72,1327,2964
transport,transport,4646,40092,,,1327,2965
walking,walking,7281,8309,11307,411,1328,2966
running,running,1740,4425,4145,267,1328,2967
transport,transport,5163,29561,,,1328,2968
walking,walking,5084,6247,8354,309,1329,2969
cycling,cycling,5171,26419,,578,1329,2970
transport,transport,5437,40757,,,1329,2971
walking,walking,2738,2574,3680,127,1330,2972
transport,transport,6507,46267,,,1330,2973
walking,walking,2684,2505,4163,124,1331,2974
transport,transport,3632,37217,,,1331,2975
walking,walking,1593,1238,1903,61,1332,2976
transport,transport,9429,83830,,,1332,2977
walking,walking,1079,765,1404,38,1333,2978
transport,transport,4107,48985,,,1333,2979
walking,walking,1490,1136,1701,56,1334,2980
transport,transport,5995,50295,,,1334,2981
walking,walking,1596,1571,2377,78,1335,2982
transport,transport,6036,59557,,,1335,2983
walking,walking,4154,5200,6385,257,1336,2984
running,running,1620,4642,3835,277,1336,2985
transport,transport,2050,15404,,,1336,2986
walking,walking,2076,1861,2780,92,1337,2987
cycling,cycling,5651,35220,,760,1337,2988
transport,transport,3121,31559,,,1337,2989
walking,walking,691,473,897,23,1338,2990
transport,transport,2959,36469,,,1338,2991
walking,walking,5157,5288,7350,261,1339,2992
transport,transport,4452,82467,,,1339,2993
cycling,cycling,249,249,,7,1339,2994
walking,walking,6934,7097,7970,351,1340,2995
transport,transport,7613,113911,,,1340,2996
running,running,1562,3835,3717,232,1340,2997
airplane,transport,286,65259,,,1340,2998
airplane,transport,12409,3022488,,,1341,2999
walking,walking,3836,3299,5048,163,1341,3000
transport,transport,10200,577004,,,1341,3001
walking,walking,7558,7324,10107,362,1342,3002
transport,transport,7462,171722,,,1342,3003
walking,walking,3915,5161,6108,255,1343,3004
running,running,1290,3455,2935,207,1343,3005
transport,transport,2337,31653,,,1343,3006
walking,walking,6278,6827,8729,338,1344,3007
transport,transport,2946,33957,,,1344,3008
walking,walking,3672,4630,5303,229,1345,3009
transport,transport,8248,97347,,,1345,3010
airplane,transport,26628,3864966,,,1345,3011
walking,walking,2570,2454,3443,121,1346,3012
transport,transport,6970,55075,,,1346,3013
walking,walking,3573,3537,5252,175,1347,3014
transport,transport,4551,45091,,,1347,3015
walking,walking,1926,1373,1676,68,1348,3016
cycling,cycling,196,785,,18,1348,3017
transport,transport,4344,37508,,,1348,3018
walking,walking,2512,2823,3528,140,1349,3019
transport,transport,9545,57623,,,1349,3020
walking,walking,2008,1663,2576,82,1350,3021
transport,transport,3587,34771,,,1350,3022
walking,walking,8508,9072,13222,449,1351,3023
transport,transport,5718,93853,,,1351,3024
walking,walking,913,567,989,28,1352,3025
transport,transport,4765,37116,,,1352,3026
walking,walking,1548,1688,2179,83,1353,3027
transport,transport,12552,89007,,,1353,3028
walking,walking,1578,1529,2212,76,1354,3029
transport,transport,7041,56733,,,1354,3030
walking,walking,2264,1917,2915,95,1355,3031
transport,transport,7484,49448,,,1355,3032
walking,walking,831,596,969,29,1356,3033
transport,transport,3626,36037,,,1356,3034
cycling,cycling,275,1443,,32,1356,3035
walking,walking,4297,3952,5658,195,1357,3036
transport,transport,5931,58664,,,1357,3037
walking,walking,5823,6582,9069,325,1358,3038
transport,transport,2484,17040,,,1358,3039
running,running,100,105,150,7,1358,3040
walking,walking,2109,1883,2969,93,1359,3041
transport,transport,2476,9399,,,1359,3042
walking,walking,2097,1786,2794,88,1360,3043
transport,transport,9850,88633,,,1360,3044
walking,walking,1571,1802,2230,89,1361,3045
transport,transport,4951,39370,,,1361,3046
walking,walking,1862,1675,2466,83,1362,3047
transport,transport,6505,44812,,,1362,3048
walking,walking,969,678,1235,34,1363,3049
transport,transport,5507,40537,,,1363,3050
walking,walking,4100,4358,6577,215,1364,3051
running,running,1861,5011,4419,301,1364,3052
transport,transport,1696,13233,,,1364,3053
walking,walking,3528,3953,5404,195,1365,3054
transport,transport,1256,12772,,,1365,3055
running,running,200,270,301,17,1365,3056
walking,walking,2437,2349,4028,116,1366,3057
transport,transport,1924,12611,,,1366,3058
walking,walking,2316,2001,3038,99,1367,3059
cycling,cycling,120,420,,10,1367,3060
transport,transport,6068,47404,,,1367,3061
walking,walking,3164,3104,4372,153,1368,3062
transport,transport,3123,24616,,,1368,3063
walking,walking,3946,4010,5756,198,1369,3064
running,running,2234,5858,5349,352,1369,3065
transport,transport,7958,93368,,,1369,3066
walking,walking,1597,1501,2346,74,1370,3067
transport,transport,10570,208683,,,1370,3068
walking,walking,2673,3419,3983,169,1371,3069
transport,transport,866,16361,,,1371,3070
walking,walking,726,536,912,26,1372,3071
transport,transport,6760,193696,,,1372,3072
cross_country_skiing,,3853,12836,,666,1372,3073
walking,walking,795,507,697,25,1373,3074
transport,transport,7470,192042,,,1373,3075
cross_country_skiing,,8371,26977,,1403,1373,3076
walking,walking,2749,2664,3945,132,1374,3077
transport,transport,5821,60982,,,1374,3078
walking,walking,1605,1508,2259,75,1375,3079
transport,transport,4245,32611,,,1375,3080
walking,walking,1758,1562,2463,77,1376,3081
transport,transport,13594,253133,,,1376,3082
cross_country_skiing,,4896,10177,,543,1376,3083
walking,walking,1008,868,1364,43,1377,3084
cross_country_skiing,,4113,6497,,355,1377,3085
transport,transport,8537,177615,,,1377,3086
walking,walking,583,440,668,22,1378,3087
walking,walking,390,256,444,13,1379,3088
transport,transport,13833,208013,,,1379,3089
walking,walking,1814,1556,2240,77,1380,3090
transport,transport,5313,38741,,,1380,3091
walking,walking,6343,7369,10004,363,1381,3092
transport,transport,3016,14868,,,1381,3093
walking,walking,1810,2002,2991,99,1382,3094
transport,transport,4017,36605,,,1382,3095
walking,walking,3136,3594,4858,177,1383,3096
transport,transport,2789,17812,,,1383,3097
walking,walking,2115,2160,3238,106,1384,3098
transport,transport,5936,56435,,,1384,3099
walking,walking,4536,4606,6422,227,1385,3100
transport,transport,2734,19669,,,1385,3101
cycling,cycling,832,6528,,139,1385,3102
walking,walking,3291,3485,5001,172,1386,3103
running,running,2041,5271,4868,316,1386,3104
transport,transport,1965,8949,,,1386,3105
walking,walking,1376,1130,1881,56,1387,3106
transport,transport,5956,58387,,,1387,3107
walking,walking,579,362,718,18,1388,3108
transport,transport,3558,36039,,,1388,3109
walking,walking,2755,3549,4508,175,1389,3110
transport,transport,1620,13850,,,1389,3111
walking,walking,1160,967,1617,48,1390,3112
transport,transport,4793,42967,,,1390,3113
walking,walking,1564,1916,1947,94,1391,3114
transport,transport,3021,35961,,,1391,3115
walking,walking,2351,2191,3422,108,1392,3116
transport,transport,12112,220419,,,1392,3117
cross_country_skiing,,4188,10565,,555,1392,3118
walking,walking,819,556,1020,27,1393,3119
cycling,cycling,6744,35490,,772,1393,3120
transport,transport,1961,13993,,,1393,3121
walking,walking,1338,1305,1842,64,1394,3122
transport,transport,1139,7761,,,1394,3123
walking,walking,2204,1874,2840,92,1395,3124
transport,transport,7078,62426,,,1395,3125
walking,walking,2347,2147,2777,106,1396,3126
transport,transport,4521,37810,,,1396,3127
walking,walking,2109,1683,2635,83,1397,3128
transport,transport,5661,41524,,,1397,3129
walking,walking,2567,3146,3643,155,1398,3130
transport,transport,3155,35797,,,1398,3131
walking,walking,2020,2168,3105,107,1399,3132
running,running,1832,4439,4376,267,1399,3133
transport,transport,3138,23282,,,1399,3134
walking,walking,2791,3162,4206,156,1400,3135
running,running,1590,4227,3940,253,1400,3136
transport,transport,3051,19841,,,1400,3137
walking,walking,1404,1244,1973,61,1401,3138
transport,transport,4102,51295,,,1401,3139
walking,walking,2190,2482,3170,122,1402,3140
transport,transport,8506,86011,,,1402,3141
walking,walking,3104,4086,5345,201,1403,3142
transport,transport,3111,39280,,,1403,3143
running,running,541,1474,1344,88,1403,3144
walking,walking,2653,2957,3912,146,1404,3145
transport,transport,2005,18361,,,1404,3146
walking,walking,1233,1506,1620,74,1405,3147
transport,transport,2779,33788,,,1405,3148
walking,walking,1581,1522,2370,75,1406,3149
cycling,cycling,3282,15850,,347,1406,3150
transport,transport,942,7725,,,1406,3151
walking,walking,2315,2077,3176,102,1407,3152
transport,transport,399,2446,,,1407,3153
walking,walking,1284,1101,1605,54,1408,3154
transport,transport,2881,40641,,,1408,3155
walking,walking,1036,837,1226,41,1409,3156
transport,transport,7501,84114,,,1409,3157
walking,walking,2615,3102,4059,153,1410,3158
transport,transport,2662,37423,,,1410,3159
walking,walking,2455,2317,3414,114,1411,3160
transport,transport,3399,41068,,,1411,3161
walking,walking,910,724,1225,36,1412,3162
transport,transport,3531,37028,,,1412,3163
walking,walking,2258,3188,3837,157,1413,3164
running,running,1350,3913,3490,233,1413,3165
transport,transport,1786,9172,,,1413,3166
walking,walking,1212,1110,1679,55,1414,3167
walking,walking,868,604,972,30,1415,3168
transport,transport,653,3456,,,1415,3169
walking,walking,879,630,1163,31,1416,3170
transport,transport,6712,78404,,,1416,3171
walking,walking,1278,960,1580,47,1417,3172
transport,transport,4328,37585,,,1417,3173
walking,walking,2589,2578,3742,127,1418,3174
transport,transport,3772,17626,,,1418,3175
walking,walking,1164,1111,1555,55,1419,3176
transport,transport,4361,51146,,,1419,3177
walking,walking,3052,4572,5468,225,1420,3178
transport,transport,768,5395,,,1420,3179
walking,walking,692,614,983,30,1421,3180
transport,transport,297,1519,,,1421,3181
walking,walking,3099,3115,4321,153,1422,3182
transport,transport,2421,18267,,,1422,3183
walking,walking,1458,1718,2040,85,1423,3184
transport,transport,8030,89648,,,1423,3185
walking,walking,1192,873,1370,43,1424,3186
transport,transport,4734,38622,,,1424,3187
walking,walking,2474,2529,3577,125,1425,3188
transport,transport,2825,42055,,,1425,3189
walking,walking,1368,1137,1635,56,1426,3190
transport,transport,4936,33781,,,1426,3191
walking,walking,2294,2329,3158,115,1427,3192
transport,transport,3994,39330,,,1427,3193
walking,walking,4583,6909,8326,340,1428,3194
transport,transport,2771,29569,,,1428,3195
walking,walking,2865,3118,4404,154,1429,3196
transport,transport,975,7194,,,1429,3197
walking,walking,4551,6712,8233,331,1430,3198
transport,transport,4883,82427,,,1430,3199
walking,walking,2614,2851,3916,140,1431,3200
transport,transport,4217,28268,,,1431,3201
walking,walking,1368,1249,1782,62,1432,3202
cycling,cycling,1351,7791,,168,1432,3203
transport,transport,860,7810,,,1432,3204
walking,walking,1356,1105,1700,54,1433,3205
transport,transport,3033,25506,,,1433,3206
walking,walking,2893,2761,3964,136,1434,3207
cycling,cycling,3101,15553,,340,1434,3208
transport,transport,2801,18826,,,1434,3209
walking,walking,553,347,680,17,1435,3210
cycling,cycling,7204,36790,,802,1435,3211
transport,transport,436,3155,,,1435,3212
walking,walking,1942,1877,2740,92,1436,3213
transport,transport,1505,16422,,,1436,3214
walking,walking,2241,2412,3285,119,1437,3215
cycling,cycling,3027,15334,,335,1437,3216
transport,transport,6553,53491,,,1437,3217
walking,walking,1144,939,1629,46,1438,3218
transport,transport,3206,19767,,,1438,3219
walking,walking,2831,3096,4355,153,1439,3220
transport,transport,3196,24919,,,1439,3221
walking,walking,1503,1212,1785,60,1440,3222
transport,transport,4771,20414,,,1440,3223
walking,walking,6104,6612,8684,326,1441,3224
transport,transport,1292,32451,,,1441,3225
walking,walking,5698,5845,8288,288,1442,3226
transport,transport,1664,33677,,,1442,3227
walking,walking,1849,1731,2329,85,1443,3228
transport,transport,1937,10956,,,1443,3229
walking,walking,1771,1818,2385,90,1444,3230
cycling,cycling,3243,15666,,343,1444,3231
walking,walking,3086,2998,4406,148,1445,3232
transport,transport,3257,20173,,,1445,3233
walking,walking,957,709,1175,35,1446,3234
cycling,cycling,3564,17881,,390,1446,3235
walking,walking,1378,1259,1920,62,1447,3236
transport,transport,604,4627,,,1447,3237
cycling,cycling,3225,15433,,338,1447,3238
walking,walking,1255,1097,1710,54,1448,3239
cycling,cycling,4717,23149,,506,1448,3240
transport,transport,1681,11054,,,1448,3241
walking,walking,943,780,1167,38,1449,3242
transport,transport,7681,197764,,,1449,3243
cross_country_skiing,,7216,22068,,1146,1449,3244
walking,walking,2079,1817,2788,90,1450,3245
transport,transport,3376,22519,,,1450,3246
walking,walking,1844,1844,2571,91,1451,3247
transport,transport,8254,96658,,,1451,3248
walking,walking,3274,4146,5491,204,1452,3249
transport,transport,2578,18369,,,1452,3250
running,running,914,2613,2250,156,1452,3251
walking,walking,2479,2339,3699,115,1453,3252
transport,transport,3069,18983,,,1453,3253
walking,walking,2910,2401,3702,118,1454,3254
transport,transport,8846,69672,,,1454,3255
walking,walking,3358,3473,4874,171,1455,3256
running,running,1500,3986,3645,239,1455,3257
transport,transport,7230,77593,,,1455,3258
walking,walking,2566,2444,3411,120,1456,3259
transport,transport,1967,10285,,,1456,3260
walking,walking,2731,2820,3960,139,1457,3261
transport,transport,3140,24920,,,1457,3262
walking,walking,2245,2062,3123,102,1458,3263
transport,transport,5241,46252,,,1458,3264
walking,walking,2585,2429,3738,120,1459,3265
transport,transport,1738,11622,,,1459,3266
walking,walking,2315,2301,3144,113,1460,3267
transport,transport,4180,28241,,,1460,3268
walking,walking,1911,2122,2777,105,1461,3269
walking,walking,678,509,811,25,1462,3270
cycling,cycling,6057,36356,,784,1462,3271
transport,transport,3474,25047,,,1462,3272
walking,walking,3996,4207,5898,207,1463,3273
transport,transport,4906,36887,,,1463,3274
walking,walking,2462,2311,3484,114,1464,3275
transport,transport,2003,17344,,,1464,3276
walking,walking,1486,1140,2026,56,1465,3277
cycling,cycling,4562,26868,,580,1465,3278
transport,transport,7309,52482,,,1465,3279
walking,walking,2378,2555,3623,126,1466,3280
transport,transport,1354,11786,,,1466,3281
walking,walking,2329,2441,3335,120,1467,3282
transport,transport,4223,23255,,,1467,3283
walking,walking,3261,3927,5106,193,1468,3284
running,running,1319,3507,3342,210,1468,3285
cycling,cycling,3403,15546,,342,1468,3286
walking,walking,2175,2036,2873,100,1469,3287
transport,transport,1430,9937,,,1469,3288
walking,walking,6560,8775,10563,432,1470,3289
transport,transport,3811,42902,,,1470,3290
walking,walking,5643,7840,9779,386,1471,3291
transport,transport,2189,18710,,,1471,3292
walking,walking,1672,1617,2267,80,1472,3293
cycling,cycling,7288,40127,,870,1472,3294
transport,transport,322,1766,,,1472,3295
walking,walking,5574,6677,8845,329,1473,3296
transport,transport,2136,9764,,,1473,3297
walking,walking,2537,2727,3718,134,1474,3298
transport,transport,3436,21961,,,1474,3299
walking,walking,983,690,1123,34,1475,3300
transport,transport,4659,51522,,,1475,3301
walking,walking,2337,1748,2475,86,1476,3302
cycling,cycling,8380,37245,,821,1476,3303
transport,transport,2700,26173,,,1476,3304
walking,walking,1470,1587,2225,78,1477,3305
cycling,cycling,10910,51314,,1126,1477,3306
walking,walking,1432,1097,1886,54,1478,3307
transport,transport,4542,66839,,,1478,3308
walking,walking,1109,921,1459,45,1479,3309
transport,transport,2138,17858,,,1479,3310
cycling,cycling,5390,34861,,748,1479,3311
walking,walking,1772,1698,2376,84,1480,3312
cycling,cycling,3200,15205,,333,1480,3313
walking,walking,2395,2606,3651,128,1481,3314
transport,transport,2901,20805,,,1481,3315
walking,walking,522,451,700,22,1482,3316
transport,transport,821,5986,,,1482,3317
walking,walking,605,510,744,25,1483,3318
cycling,cycling,11137,63075,,1365,1483,3319
walking,walking,2506,2652,3703,131,1484,3320
cycling,cycling,8301,36550,,806,1484,3321
transport,transport,787,5788,,,1484,3322
walking,walking,2794,2975,4316,147,1485,3323
transport,transport,3151,23423,,,1485,3324
walking,walking,1359,1114,1649,55,1486,3325
cycling,cycling,4974,28362,,614,1486,3326
transport,transport,5845,45852,,,1486,3327
walking,walking,2258,2287,3175,113,1487,3328
cycling,cycling,3296,15878,,348,1487,3329
transport,transport,1774,10415,,,1487,3330
walking,walking,3348,3308,4964,163,1488,3331
transport,transport,2256,20969,,,1488,3332
walking,walking,518,309,507,15,1489,3333
transport,transport,1774,14725,,,1489,3334
walking,walking,1300,1111,1592,55,1490,3335
transport,transport,5075,36953,,,1490,3336
cycling,cycling,16516,95825,,2071,1490,3337
walking,walking,1172,1003,1553,49,1491,3338
transport,transport,1587,10553,,,1491,3339
cycling,cycling,6312,31114,,680,1491,3340
walking,walking,1805,1455,2299,72,1492,3341
cycling,cycling,4078,19472,,427,1492,3342
walking,walking,2829,2843,3972,140,1493,3343
transport,transport,6076,51492,,,1493,3344
walking,walking,4125,6309,7394,311,1494,3345
transport,transport,4259,44219,,,1494,3346
walking,walking,1915,1977,2765,97,1495,3347
transport,transport,3800,29165,,,1495,3348
walking,walking,2204,2183,2979,108,1496,3349
transport,transport,1593,8660,,,1496,3350
cycling,cycling,3116,15233,,333,1496,3351
walking,walking,2261,2320,3163,114,1497,3352
transport,transport,1641,18746,,,1497,3353
walking,walking,4802,4828,7101,238,1498,3354
transport,transport,4369,47398,,,1498,3355
walking,walking,3111,3281,4536,162,1499,3356
transport,transport,1049,7517,,,1499,3357
walking,walking,1461,1281,1978,63,1500,3358
cycling,cycling,5495,35523,,763,1500,3359
transport,transport,5837,50225,,,1500,3360
walking,walking,3617,3558,5722,175,1501,3361
transport,transport,1393,8991,,,1501,3362
walking,walking,3868,3391,4444,167,1502,3363
cycling,cycling,3655,18064,,395,1502,3364
transport,transport,4721,29856,,,1502,3365
walking,walking,666,471,738,23,1503,3366
transport,transport,2512,32072,,,1503,3367
cycling,cycling,8436,66872,,1420,1503,3368
walking,walking,372,287,439,14,1504,3369
cycling,cycling,15766,84988,,1846,1504,3370
walking,walking,1383,1124,1789,55,1505,3371
cycling,cycling,21401,106455,,2326,1505,3372
transport,transport,1604,13758,,,1505,3373
walking,walking,1781,1745,2229,86,1506,3374
cycling,cycling,2243,11611,,253,1506,3375
transport,transport,1028,7526,,,1506,3376
walking,walking,2169,2031,2780,100,1507,3377
transport,transport,5909,47230,,,1507,3378
walking,walking,1137,886,1368,44,1508,3379
cycling,cycling,979,2493,,58,1508,3380
transport,transport,396,1120,,,1508,3381
walking,walking,3134,2955,4333,146,1509,3382
transport,transport,3376,20186,,,1509,3383
walking,walking,1784,1529,2405,75,1510,3384
transport,transport,5694,74416,,,1510,3385
cycling,cycling,7894,44439,,962,1510,3386
walking,walking,1626,1244,2149,61,1511,3387
transport,transport,1848,13601,,,1511,3388
walking,walking,2261,2135,3246,105,1512,3389
cycling,cycling,11210,51461,,1131,1512,3390
transport,transport,7196,89885,,,1512,3391
walking,walking,2207,2122,2794,105,1513,3392
transport,transport,7008,52364,,,1513,3393
walking,walking,1617,1424,2293,70,1514,3394
transport,transport,2054,13122,,,1514,3395
walking,walking,844,539,975,27,1515,3396
cycling,cycling,5719,35752,,769,1515,3397
transport,transport,2153,12684,,,1515,3398
walking,walking,2169,2135,3156,105,1516,3399
transport,transport,5112,47523,,,1516,3400
walking,walking,2715,2772,4267,137,1517,3401
transport,transport,6279,77397,,,1517,3402
cycling,cycling,8038,43519,,945,1517,3403
